CD,composite,P2020,P2016,S2020,S2018,G2018,AG2018
1,0.482592,0.507473,0.477208,0.507418,0.508660,0.413836,0.463594
2,0.454343,0.459982,0.445029,0.473728,0.482316,0.400591,0.453383
3,0.758742,0.757270,0.768886,0.767022,0.789952,0.706448,0.754066
4,0.530578,0.552457,0.513538,0.559995,0.557893,0.466222,0.511570
5,0.403439,0.416878,0.384283,0.427176,0.431345,0.346748,0.392836
6,0.480715,0.500356,0.471614,0.504870,0.487194,0.418499,0.488058
7,0.669551,0.666292,0.680095,0.681663,0.681021,0.617723,0.682320
8,0.415885,0.431351,0.398692,0.444948,0.448998,0.346681,0.405927
9,0.361915,0.369347,0.344982,0.389357,0.388509,0.306406,0.360201
