Vf,S2016
0.250,0.000000
0.255,0.000000
0.260,0.000000
0.265,0.000000
0.270,0.000000
0.275,0.000000
0.280,0.000000
0.285,0.000001
0.290,0.000001
0.295,0.000003
0.300,0.000005
0.305,0.000009
0.310,0.000016
0.315,0.000028
0.320,0.000049
0.325,0.000084
0.330,0.000142
0.335,0.000234
0.340,0.000380
0.345,0.000607
0.350,0.000952
0.355,0.001469
0.360,0.002228
0.365,0.003323
0.370,0.004873
0.375,0.007029
0.380,0.009974
0.385,0.013923
0.390,0.019124
0.395,0.025851
0.400,0.034398
0.405,0.045063
0.410,0.058137
0.415,0.073881
0.420,0.092508
0.425,0.114160
0.430,0.138891
0.435,0.166650
0.440,0.197273
0.445,0.230477
0.450,0.265870
0.455,0.302962
0.460,0.341185
0.465,0.379925
0.470,0.418548
0.475,0.456438
0.480,0.493022
0.485,0.527803
0.490,0.560378
0.495,0.590452
0.500,0.617846
0.505,0.642495
0.510,0.664439
0.515,0.683344
0.520,0.699750
0.525,0.715117
0.530,0.729729
0.535,0.743879
0.540,0.757844
0.545,0.771865
0.550,0.786134
0.555,0.800772
0.560,0.815826
0.565,0.831262
0.570,0.846971
0.575,0.862778
0.580,0.878464
0.585,0.893778
0.590,0.908465
0.595,0.922287
0.600,0.935042
0.605,0.946574
0.610,0.956787
0.615,0.965644
0.620,0.973162
0.625,0.979408
0.630,0.984488
0.635,0.988530
0.640,0.991678
0.645,0.994076
0.650,0.995864
0.655,0.997169
0.660,0.998099
0.665,0.998749
0.670,0.999193
0.675,0.999490
0.680,0.999684
0.685,0.999808
0.690,0.999886
0.695,0.999934
0.700,0.999962
0.705,0.999979
0.710,0.999988
0.715,0.999994
0.720,0.999997
0.725,0.999998
0.730,0.999999
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
